,X,biomarker_ID,main_Xref,assessed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,system,DOID,Names,rsID
87,59,,dbSNP:rs12662670,rs12662670 mutation in  (CCDC170) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC170,UPKB:Q8IYT3|GRCh38 ,,1612,,rs12662670
88,60,,dbSNP:rs11155804,rs11155804 mutation in  (CCDC170 - ESR1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC170 - ESR1,GRCh38,,1612,,rs11155804
89,61,,dbSNP:rs10995190,rs10995190 mutation in  (ZNF365 - ALDH7A1P4) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZNF365 - ALDH7A1P4,GRCh38,,1612,,rs10995190
90,62,,dbSNP:rs7297051,rs7297051 mutation in  (PTHLH - CCDC91) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PTHLH - CCDC91,GRCh38,,1612,,rs7297051
91,63,,dbSNP:rs4784227,rs4784227 mutation in  (CASC16) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CASC16,GRCh38,,1612,,rs4784227
92,64,,dbSNP:rs11075995,rs11075995 mutation in Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO) (FTO) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FTO,UPKB:A0A1B0GTC3|GRCh38 ,,1612,Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO),rs11075995
93,65,,dbSNP:rs8170,rs8170 mutation in Harmonin-binding protein USHBP1 (USHBP1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=USHBP1,UPKB:G8JLM4|GRCh38 ,,1612,Harmonin-binding protein USHBP1,rs8170
94,66,,dbSNP:rs8170,rs8170 mutation in BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex) ( BABAM1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= BABAM1,UPKB:M0R0I0|GRCh38 ,,1612,BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex),rs8170
95,67,,dbSNP:rs17489300,rs17489300 mutation in Leucine-rich repeat-containing G-protein-coupled receptor 6 (LGR6) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LGR6,UPKB:D6R9F0|GRCh38 ,,1612,Leucine-rich repeat-containing G-protein-coupled receptor 6,rs17489300
96,68,,dbSNP:rs10864459,rs10864459 mutation in Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14) (PEX14) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PEX14,UPKB:O75381|GRCh38 ,,1612,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),rs10864459
97,69,,dbSNP:rs11903787,rs11903787 mutation in  (RALB - INHBB) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RALB - INHBB,GRCh38,,1612,,rs11903787
98,70,,dbSNP:rs4980383,rs4980383 mutation in Lymphocyte-specific protein 1 (LSP1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LSP1,UPKB:A0A6Q8PGR6|GRCh38 ,,1612,Lymphocyte-specific protein 1,rs4980383
99,71,,dbSNP:rs10771399,rs10771399 mutation in  (PTHLH - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PTHLH - NA,GRCh38,,1612,,rs10771399
100,72,,dbSNP:rs17817449,rs17817449 mutation in Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO) (FTO) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FTO,UPKB:A0A1B0GTC3|GRCh38 ,,1612,Alpha-ketoglutarate-dependent dioxygenase FTO (EC 1.14.11.53) (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (mRNA N(6)-methyladenosine demethylase FTO) (tRNA N1-methyl adenine demethylase FTO),rs17817449
101,73,,dbSNP:rs56069439,rs56069439 mutation in Ankyrin repeat and LEM domain-containing protein 1 (ANKLE1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ANKLE1,UPKB:A0A494C092|GRCh38 ,,1612,Ankyrin repeat and LEM domain-containing protein 1,rs56069439
102,74,,dbSNP:rs67073037,rs67073037 mutation in WD repeat-containing protein 43 (WDR43) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=WDR43,UPKB:C9IZK7|GRCh38 ,,1612,WD repeat-containing protein 43,rs67073037
103,75,,dbSNP:rs115635831,rs115635831 mutation in Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3) (PPIL3) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PPIL3,UPKB:Q9H2H8|GRCh38 ,,1612,Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3),rs115635831
104,76,,dbSNP:rs12870942,rs12870942 mutation in  (RNY1P8 - NA) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNY1P8 - NA,GRCh38,,1612,,rs12870942
105,77,,dbSNP:rs1011970,rs1011970 mutation in  (CDKN2B-AS1) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CDKN2B-AS1,GRCh38,,1612,,rs1011970
106,78,,dbSNP:rs17356907,rs17356907 mutation in  (PGAM1P5) ,presence of,risk_biomarker,,,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PGAM1P5,GRCh38,,1612,,rs17356907
107,79,,dbSNP:rs11571833,rs11571833 mutation in Truncated breast and ovarian cancer susceptibility protein 2 (BRCA2) ,presence of,risk_biomarker,blood (UN:0000178),21640-8,breast cancer (DOID:1612),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=BRCA2,UPKB:A0A068BC92|GRCh38 ,Bld/Tiss,1612,Truncated breast and ovarian cancer susceptibility protein 2,rs11571833
108,80,,dbSNP:rs72647484,rs72647484 mutation in  (NA - MIR4418) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - MIR4418,GRCh38,,9256,,rs72647484
109,81,,dbSNP:rs202110856,rs202110856 mutation in Aminopeptidase (EC 3.4.11.-) (ERAP1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ERAP1,UPKB:A0A075BSP6|GRCh38 ,,9256,Aminopeptidase (EC 3.4.11.-),rs202110856
110,82,,dbSNP:rs10904849,rs10904849 mutation in Cubilin (CUBN) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CUBN,UPKB:Q7LC53|GRCh38 ,,9256,Cubilin,rs10904849
111,83,,dbSNP:rs79900961,rs79900961 mutation in  (RPL21P119 - NA) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RPL21P119 - NA,GRCh38,,9256,,rs79900961
112,84,,dbSNP:rs16941835,rs16941835 mutation in  (FOXL1 - LINC02188) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FOXL1 - LINC02188,GRCh38,,9256,,rs16941835
113,85,,dbSNP:rs11118883,rs11118883 mutation in  (LINC02257) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02257,GRCh38,,9256,,rs11118883
114,86,,dbSNP:rs76316943,rs76316943 mutation in rRNA-processing protein UTP23 homolog (UTP23) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=UTP23,UPKB:E5RG01|GRCh38 ,,9256,rRNA-processing protein UTP23 homolog,rs76316943
115,87,,dbSNP:rs7014346,rs7014346 mutation in  (POU5F1B) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POU5F1B,UPKB:Q06416|GRCh38 ,,9256,,rs7014346
116,88,,dbSNP:rs7014346,rs7014346 mutation in  ( PCAT1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= PCAT1,GRCh38,,9256,,rs7014346
117,89,,dbSNP:rs7014346,rs7014346 mutation in  ( CASC8) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= CASC8,GRCh38,,9256,,rs7014346
118,90,,dbSNP:rs11255841,rs11255841 mutation in  (RNA5SP299 - NA) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNA5SP299 - NA,GRCh38,,9256,,rs11255841
119,91,,dbSNP:rs11190164,rs11190164 mutation in  (NKX2-3 - SLC25A28) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NKX2-3 - SLC25A28,GRCh38,,9256,,rs11190164
120,92,,dbSNP:rs3824999,rs3824999 mutation in DNA polymerase delta subunit 3 (POLD3) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POLD3,UPKB:E9PNC0|GRCh38 ,,9256,DNA polymerase delta subunit 3,rs3824999
121,93,,dbSNP:rs3802842,rs3802842 mutation in  (COLCA2) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=COLCA2,GRCh38,,9256,,rs3802842
122,94,,dbSNP:rs3802842,rs3802842 mutation in Colorectal cancer associated 1 ( COLCA1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= COLCA1,UPKB:W0FBW3|GRCh38 ,,9256,Colorectal cancer associated 1,rs3802842
123,95,,dbSNP:rs4768903,rs4768903 mutation in Disco-interacting protein 2 homolog B (DIP2B) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DIP2B,UPKB:H0YIU5|GRCh38 ,,9256,Disco-interacting protein 2 homolog B,rs4768903
124,96,,dbSNP:rs35107139,rs35107139 mutation in Bone morphogenetic protein 4 (Bone morphogenetic protein 4 preproprotein) (BMP4) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=BMP4,UPKB:A0A097PIE4|GRCh38 ,,9256,Bone morphogenetic protein 4 (Bone morphogenetic protein 4 preproprotein),rs35107139
125,97,,dbSNP:rs2293582,rs2293582 mutation in  (GREM1-AS1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GREM1-AS1,GRCh38,,9256,,rs2293582
126,98,,dbSNP:rs2293582,rs2293582 mutation in  ( GREM1-AS1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= GREM1-AS1,GRCh38,,9256,,rs2293582
127,99,,dbSNP:rs2293582,rs2293582 mutation in Gremlin-1 ( GREM1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= GREM1,UPKB:H0YLY2|GRCh38 ,,9256,Gremlin-1,rs2293582
128,100,,dbSNP:rs2293582,rs2293582 mutation in Gremlin-1 ( GREM1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= GREM1,UPKB:H0YLY2|GRCh38 ,,9256,Gremlin-1,rs2293582
129,101,,dbSNP:rs2293582,rs2293582 mutation in Gremlin-1 ( GREM1) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= GREM1,UPKB:H0YLY2|GRCh38 ,,9256,Gremlin-1,rs2293582
130,102,,dbSNP:rs7226855,rs7226855 mutation in Mothers against decapentaplegic homolog 7 (SMAD7) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SMAD7,UPKB:K7EKF0|GRCh38 ,,9256,Mothers against decapentaplegic homolog 7,rs7226855
131,103,,dbSNP:rs57046232,rs57046232 mutation in  (NA - CASC20) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - CASC20,GRCh38,,9256,,rs57046232
132,104,,dbSNP:rs1015563,rs1015563 mutation in  (NA - LINC01713) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - LINC01713,GRCh38,,9256,,rs1015563
133,105,,dbSNP:rs2427308,rs2427308 mutation in CDK5 and ABL1 enzyme substrate 2 (CABLES2) ,presence of,risk_biomarker,,,colorectal cancer (DOID:9256),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CABLES2,UPKB:H0Y5H2|GRCh38 ,,9256,CDK5 and ABL1 enzyme substrate 2,rs2427308
134,106,,dbSNP:rs111696067,rs111696067 mutation in Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160) (GOLGA3) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GOLGA3,UPKB:Q08378|GRCh38 ,,1319,Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160),rs111696067
135,107,,dbSNP:rs648044,rs648044 mutation in Zinc finger and BTB domain containing 16 isoform 2 (Zinc finger and BTB domain-containing protein 16) (ZBTB16) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZBTB16,UPKB:A0A0S2Z4J5|GRCh38 ,,1319,Zinc finger and BTB domain containing 16 isoform 2 (Zinc finger and BTB domain-containing protein 16),rs648044
136,108,,dbSNP:rs1801591,"rs1801591 mutation in Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF) (ETFA) ",presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ETFA,UPKB:P13804|GRCh38 ,,1319,"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)",rs1801591
137,109,,dbSNP:rs75061358,rs75061358 mutation in  (SEC61G-DT - EGFR) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SEC61G-DT - EGFR,GRCh38,,1319,,rs75061358
138,110,,dbSNP:rs55705857,rs55705857 mutation in  (CCDC26) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC26,UPKB:Q8TAB7|GRCh38 ,,1319,,rs55705857
139,111,,dbSNP:rs2157719,rs2157719 mutation in  (CDKN2B-AS1) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CDKN2B-AS1,GRCh38,,1319,,rs2157719
140,112,,dbSNP:rs12803321,rs12803321 mutation in Pleckstrin homology-like domain family B member 1 (PHLDB1) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PHLDB1,UPKB:A0A087WTZ7|GRCh38 ,,1319,Pleckstrin homology-like domain family B member 1,rs12803321
141,113,,dbSNP:rs8753,rs8753 mutation in DNA-directed RNA polymerase subunit (EC 2.7.7.6) (POLR2A) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POLR2A,UPKB:A0A6Q8PGB0|GRCh38 ,,1319,DNA-directed RNA polymerase subunit (EC 2.7.7.6),rs8753
142,114,,dbSNP:rs12780046,rs12780046 mutation in Inactive heparanase-2 (HPSE2) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=HPSE2,UPKB:A0A087X238|GRCh38 ,,1319,Inactive heparanase-2,rs12780046
143,115,,dbSNP:rs10069690,rs10069690 mutation in Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit) (TERT) ,presence of,risk_biomarker,tissue (UN:0000479),95778-7,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT,UPKB:F6MZ67|GRCh38 ,Tiss,1319,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit),rs10069690
144,116,,dbSNP:rs111696067,rs111696067 mutation in Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160) (GOLGA3) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GOLGA3,UPKB:Q08378|GRCh38 ,,1319,Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160),rs111696067
145,117,,dbSNP:rs3851634,rs3851634 mutation in DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 127.6 kDa polypeptide) (DNA-directed RNA polymerase III subunit B) (POLR3B) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=POLR3B,UPKB:Q9NW08|GRCh38 ,,1319,DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 127.6 kDa polypeptide) (DNA-directed RNA polymerase III subunit B),rs3851634
146,118,,dbSNP:rs10069690,rs10069690 mutation in Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit) (TERT) ,presence of,risk_biomarker,tissue (UN:0000479),95778-7,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TERT,UPKB:F6MZ67|GRCh38 ,Tiss,1319,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit),rs10069690
147,119,,dbSNP:rs59060240,rs59060240 mutation in Receptor protein-tyrosine kinase (EC 2.7.10.1) (EGFR) ,presence of,risk_biomarker,blood (UN:0000178),21665-5,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=EGFR,UPKB:E9PFD7|GRCh38 ,Bld/Tiss,1319,Receptor protein-tyrosine kinase (EC 2.7.10.1),rs59060240
148,120,,dbSNP:rs75061358,rs75061358 mutation in  (SEC61G-DT - EGFR) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SEC61G-DT - EGFR,GRCh38,,1319,,rs75061358
149,121,,dbSNP:rs55705857,rs55705857 mutation in  (CCDC26) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CCDC26,UPKB:Q8TAB7|GRCh38 ,,1319,,rs55705857
150,122,,dbSNP:rs2157719,rs2157719 mutation in  (CDKN2B-AS1) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CDKN2B-AS1,GRCh38,,1319,,rs2157719
151,123,,dbSNP:rs12803321,rs12803321 mutation in Pleckstrin homology-like domain family B member 1 (PHLDB1) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PHLDB1,UPKB:A0A087WTZ7|GRCh38 ,,1319,Pleckstrin homology-like domain family B member 1,rs12803321
152,124,,dbSNP:rs35850753,rs35850753 mutation in Cellular tumor antigen p53 (TP53) ,presence of,risk_biomarker,blood (UN:0000178),21739-8,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TP53,UPKB:K7PPA8|GRCh38 ,Bld/Tiss,1319,Cellular tumor antigen p53,rs35850753
153,125,,dbSNP:rs2236507,rs2236507 mutation in Regulator of telomere elongation helicase 1 (EC 3.6.4.12) (RTEL1) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RTEL1,UPKB:R4IXY3|GRCh38 ,,1319,Regulator of telomere elongation helicase 1 (EC 3.6.4.12),rs2236507
154,126,,dbSNP:rs2236507,rs2236507 mutation in  ( RTEL1-TNFRSF6B) ,presence of,risk_biomarker,,,brain cancer (DOID:1319),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= RTEL1-TNFRSF6B,GRCh38,,1319,,rs2236507
155,127,,dbSNP:rs35148638,rs35148638 mutation in Ras GTPase-activating protein 1 (RASA1) ,presence of,risk_biomarker,,,prostate cancer (DOID:10283),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RASA1,UPKB:E9PGC0|GRCh38 ,,10283,Ras GTPase-activating protein 1,rs35148638
156,128,,dbSNP:rs78943174,rs78943174 mutation in Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2) (NAALADL2) ,presence of,risk_biomarker,,,prostate cancer (DOID:10283),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NAALADL2,UPKB:Q58DX5|GRCh38 ,,10283,Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2),rs78943174
157,129,,dbSNP:rs62113212,rs62113212 mutation in Prostate-specific antigen (KLK3) ,presence of,risk_biomarker,,,prostate cancer (DOID:10283),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=KLK3,UPKB:M0QZF9|GRCh38 ,,10283,Prostate-specific antigen,rs62113212
158,130,,dbSNP:rs56084662,rs56084662 mutation in Protein furry homolog (FRY) ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FRY,UPKB:A0A286YFA9|GRCh38 ,,162,Protein furry homolog,rs56084662
159,131,,dbSNP:rs1057941,rs1057941 mutation in  (GBAP1) ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GBAP1,GRCh38,,162,,rs1057941
160,132,,dbSNP:rs2974935,rs2974935 mutation in Metaxin-1 (MTX1) ,presence of,risk_biomarker,,,cancer (DOID:162),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MTX1,UPKB:H0Y6Y5|GRCh38 ,,162,Metaxin-1,rs2974935
